time,soc,soh,temp,voltage,current,v1,v2,R0,R1,R2,power,tte_estimate,brightness,cpu_load,gpu_load,network_traffic,signal_quality,gps_flag,power_base,power_screen,power_cpu,power_gpu,power_network,power_gps,power_background,stop_reason,actual_tte_s
105.0,0.992399606001867,0.9999999999999324,25.14432172349368,4.1588259550671225,0.9008928576068961,0.005576640441740636,0.0091088462054813,0.01856547047714571,0.00618849015904857,0.01237698031809714,3.7468097112707897,13680.982505502969,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
115.0,0.9916740796983361,0.999999999999926,25.157909907870458,4.157559291345797,0.901172973321708,0.005572920732061381,0.009412814788330396,0.018547227730718537,0.006182409243572847,0.012364818487145693,3.7468097112707897,13666.816770463442,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
125.0,0.9909483344172686,0.9999999999999195,25.17146558124177,4.1563390026740334,0.9014423713736974,0.005569138858211007,0.009670498428112368,0.018529026994995923,0.0061763423316653085,0.012352684663330617,3.7468097112707897,13652.80644459396,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
135.0,0.9902223778150612,0.9999999999999131,25.184987771922202,4.155158234285473,0.901702642144851,0.005565305906160455,0.009888721501268962,0.018510868900233308,0.006170289633411104,0.012340579266822208,3.7468097112707897,13638.928801165912,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
145.0,0.9894962164093264,0.9999999999999066,25.198475615165346,4.154011136171117,0.9019551443482575,0.00556143125376533,0.010073308141325425,0.018492753997389692,0.0061642513324632305,0.012328502664926461,3.7468097112707897,13625.16445905963,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
155.0,0.9887698557449303,0.9999999999999002,25.21192835231094,4.152892716561085,0.9022010385263372,0.005557522888339224,0.010229228040534494,0.018474682760119432,0.006158227586706476,0.012316455173412953,3.7468097112707897,13611.496892804236,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
165.0,0.9880433005360055,0.9999999999998938,25.225345325987995,4.151798716700129,0.902441315734754,0.0055535876211562,0.010360721116097451,0.018456655589159394,0.0061522185297197985,0.012304437059439597,3.7468097112707897,13597.912014127101,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
175.0,0.9873165547873867,0.9999999999998873,25.23872597305576,4.1507255038013975,0.9026768221118326,0.005549631260082762,0.010471404087730687,0.018438672818027503,0.0061462242726758355,0.012292448545351671,3.7468097112707897,13584.397814509119,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
185.0,0.9865896218984207,0.9999999999998809,25.252069816420025,4.149669979547049,0.9029082799184394,0.0055456587554491826,0.010564361576579905,0.01842073471930579,0.006140244906435263,0.012280489812870526,3.7468097112707897,13570.944059877287,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
195.0,0.9858625047516897,0.9999999999998744,25.26537645647752,4.148629501889094,0.9031363055502805,0.005541674324702676,0.010642223960976575,0.01840284151103274,0.00613428050367758,0.01226856100735516,3.7468097112707897,13557.542029867998,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
205.0,0.9851352057888194,0.999999999999868,25.278645562671656,4.1476018182279075,0.903361424952432,0.0055376815591457445,0.010707233903465226,0.01838499336290549,0.0061283311209684955,0.012256662241936991,3.7468097112707897,13544.184295190289,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
215.0,0.9844077270752378,0.9999999999998616,25.291876865455844,4.146585008322318,0.9035840868076689,0.005533683515333526,0.010761303188324708,0.01836719040211346,0.006122396800704487,0.012244793601408973,3.7468097112707897,13530.864527552993,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
225.0,0.9836800703554839,0.9999999999998551,25.30507014883227,4.145577435522105,0.9038046738158951,0.005529682793296142,0.010806061272943982,0.018349432718707506,0.006116477572902503,0.012232955145805005,3.7468097112707897,13517.57733741987,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
235.0,0.982952237100433,0.9999999999998487,25.31822524354766,4.144577705116505,0.9040235123390352,0.0055256816034531565,0.010842896754302176,0.0183317203704638,0.006110573456821267,0.012221146913642534,3.7468097112707897,13504.318135541322,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
245.0,0.9822242285476139,0.9999999999998422,25.331342020970325,4.1435846287662965,0.9042408806459407,0.0055216818238262785,0.01087299277863624,0.01831405338723734,0.006104684462412448,0.012209368924824895,3.7468097112707897,13491.083014798034,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
255.0,0.9814960457356205,0.9999999999998358,25.34442038763647,4.142597194135886,0.904457015958712,0.005517685048935446,0.010897357274037248,0.018296431774822756,0.0060988105916075855,0.012197621183215171,3.7468097112707897,13477.868649393646,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
265.0,0.980767689533477,0.9999999999998294,25.35746028043138,4.141614538969475,0.9046721204735092,0.005513692631571235,0.010916848758657909,0.018278855518352996,0.006092951839450998,0.012185903678901997,3.7468097112707897,13464.672208863421,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
